PassengerId,Pclass,Age,SibSp,Parch,Fare,female,Embarked_S,Embarked_C,Embarked_Q,Title_Mr,Title_Mrs,Title_Miss,Title_Master,title_Other
404,3,28.0,1,0,15.85,0,1,0,0,1,0,0,0,0
405,3,20.0,0,0,8.6625,1,1,0,0,0,0,1,0,0
406,2,34.0,1,0,21.0,0,1,0,0,1,0,0,0,0
407,3,51.0,0,0,7.75,0,1,0,0,1,0,0,0,0
408,2,3.0,1,1,18.75,0,1,0,0,0,0,0,1,0
409,3,21.0,0,0,7.775,0,1,0,0,1,0,0,0,0
410,3,28.0,3,1,25.4667,1,1,0,0,0,0,1,0,0
411,3,28.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
412,3,28.0,0,0,6.8583,0,0,0,1,1,0,0,0,0
413,1,33.0,1,0,90.0,1,0,0,1,0,0,1,0,0
414,2,28.0,0,0,0.0,0,1,0,0,1,0,0,0,0
415,3,44.0,0,0,7.925,0,1,0,0,1,0,0,0,0
416,3,28.0,0,0,8.05,1,1,0,0,0,1,0,0,0
417,2,34.0,1,1,32.5,1,1,0,0,0,1,0,0,0
418,2,18.0,0,2,13.0,1,1,0,0,0,0,1,0,0
419,2,30.0,0,0,13.0,0,1,0,0,1,0,0,0,0
420,3,10.0,0,2,24.15,1,1,0,0,0,0,1,0,0
421,3,28.0,0,0,7.8958,0,0,1,0,1,0,0,0,0
422,3,21.0,0,0,7.7333,0,0,0,1,1,0,0,0,0
423,3,29.0,0,0,7.875,0,1,0,0,1,0,0,0,0
424,3,28.0,1,1,14.4,1,1,0,0,0,1,0,0,0
425,3,18.0,1,1,20.2125,0,1,0,0,1,0,0,0,0
426,3,28.0,0,0,7.25,0,1,0,0,1,0,0,0,0
427,2,28.0,1,0,26.0,1,1,0,0,0,1,0,0,0
428,2,19.0,0,0,26.0,1,1,0,0,0,0,1,0,0
429,3,28.0,0,0,7.75,0,0,0,1,1,0,0,0,0
430,3,32.0,0,0,8.05,0,1,0,0,1,0,0,0,0
431,1,28.0,0,0,26.55,0,1,0,0,1,0,0,0,0
432,3,28.0,1,0,16.1,1,1,0,0,0,1,0,0,0
433,2,42.0,1,0,26.0,1,1,0,0,0,1,0,0,0
434,3,17.0,0,0,7.125,0,1,0,0,1,0,0,0,0
435,1,50.0,1,0,55.9,0,1,0,0,1,0,0,0,0
436,1,14.0,1,2,120.0,1,1,0,0,0,0,1,0,0
437,3,21.0,2,2,34.375,1,1,0,0,0,0,1,0,0
438,2,24.0,2,3,18.75,1,1,0,0,0,1,0,0,0
439,1,64.0,1,4,263.0,0,1,0,0,1,0,0,0,0
440,2,31.0,0,0,10.5,0,1,0,0,1,0,0,0,0
441,2,45.0,1,1,26.25,1,1,0,0,0,1,0,0,0
442,3,20.0,0,0,9.5,0,1,0,0,1,0,0,0,0
443,3,25.0,1,0,7.775,0,1,0,0,1,0,0,0,0
444,2,28.0,0,0,13.0,1,1,0,0,0,0,1,0,0
445,3,28.0,0,0,8.1125,0,1,0,0,1,0,0,0,0
446,1,4.0,0,2,81.8583,0,1,0,0,0,0,0,1,0
447,2,13.0,0,1,19.5,1,1,0,0,0,0,1,0,0
448,1,34.0,0,0,26.55,0,1,0,0,1,0,0,0,0
449,3,5.0,2,1,19.2583,1,0,1,0,0,0,1,0,0
450,1,52.0,0,0,30.5,0,1,0,0,0,0,0,0,1
451,2,36.0,1,2,27.75,0,1,0,0,1,0,0,0,0
452,3,28.0,1,0,19.9667,0,1,0,0,1,0,0,0,0
453,1,30.0,0,0,27.75,0,0,1,0,1,0,0,0,0
454,1,49.0,1,0,89.1042,0,0,1,0,1,0,0,0,0
455,3,28.0,0,0,8.05,0,1,0,0,1,0,0,0,0
456,3,29.0,0,0,7.8958,0,0,1,0,1,0,0,0,0
457,1,65.0,0,0,26.55,0,1,0,0,1,0,0,0,0
458,1,28.0,1,0,51.8625,1,1,0,0,0,1,0,0,0
459,2,50.0,0,0,10.5,1,1,0,0,0,0,1,0,0
460,3,28.0,0,0,7.75,0,0,0,1,1,0,0,0,0
461,1,48.0,0,0,26.55,0,1,0,0,1,0,0,0,0
462,3,34.0,0,0,8.05,0,1,0,0,1,0,0,0,0
463,1,47.0,0,0,38.5,0,1,0,0,1,0,0,0,0
464,2,48.0,0,0,13.0,0,1,0,0,1,0,0,0,0
465,3,28.0,0,0,8.05,0,1,0,0,1,0,0,0,0
466,3,38.0,0,0,7.05,0,1,0,0,1,0,0,0,0
467,2,28.0,0,0,0.0,0,1,0,0,1,0,0,0,0
468,1,56.0,0,0,26.55,0,1,0,0,1,0,0,0,0
469,3,28.0,0,0,7.725,0,0,0,1,1,0,0,0,0
470,3,0.75,2,1,19.2583,1,0,1,0,0,0,1,0,0
471,3,28.0,0,0,7.25,0,1,0,0,1,0,0,0,0
472,3,38.0,0,0,8.6625,0,1,0,0,1,0,0,0,0
473,2,33.0,1,2,27.75,1,1,0,0,0,1,0,0,0
474,2,23.0,0,0,13.7917,1,0,1,0,0,1,0,0,0
475,3,22.0,0,0,9.8375,1,1,0,0,0,0,1,0,0
476,1,28.0,0,0,52.0,0,1,0,0,1,0,0,0,0
477,2,34.0,1,0,21.0,0,1,0,0,1,0,0,0,0
478,3,29.0,1,0,7.0458,0,1,0,0,1,0,0,0,0
479,3,22.0,0,0,7.5208,0,1,0,0,1,0,0,0,0
480,3,2.0,0,1,12.2875,1,1,0,0,0,0,1,0,0
481,3,9.0,5,2,46.9,0,1,0,0,0,0,0,1,0
482,2,28.0,0,0,0.0,0,1,0,0,1,0,0,0,0
483,3,50.0,0,0,8.05,0,1,0,0,1,0,0,0,0
484,3,63.0,0,0,9.5875,1,1,0,0,0,1,0,0,0
485,1,25.0,1,0,91.0792,0,0,1,0,1,0,0,0,0
486,3,28.0,3,1,25.4667,1,1,0,0,0,0,1,0,0
487,1,35.0,1,0,90.0,1,1,0,0,0,1,0,0,0
488,1,58.0,0,0,29.7,0,0,1,0,1,0,0,0,0
489,3,30.0,0,0,8.05,0,1,0,0,1,0,0,0,0
490,3,9.0,1,1,15.9,0,1,0,0,0,0,0,1,0
491,3,28.0,1,0,19.9667,0,1,0,0,1,0,0,0,0
492,3,21.0,0,0,7.25,0,1,0,0,1,0,0,0,0
493,1,55.0,0,0,30.5,0,1,0,0,1,0,0,0,0
494,1,71.0,0,0,49.5042,0,0,1,0,1,0,0,0,0
495,3,21.0,0,0,8.05,0,1,0,0,1,0,0,0,0
496,3,28.0,0,0,14.4583,0,0,1,0,1,0,0,0,0
497,1,54.0,1,0,78.2667,1,0,1,0,0,0,1,0,0
498,3,28.0,0,0,15.1,0,1,0,0,1,0,0,0,0
499,1,25.0,1,2,151.55,1,1,0,0,0,1,0,0,0
500,3,24.0,0,0,7.7958,0,1,0,0,1,0,0,0,0
501,3,17.0,0,0,8.6625,0,1,0,0,1,0,0,0,0
502,3,21.0,0,0,7.75,1,0,0,1,0,0,1,0,0
503,3,28.0,0,0,7.6292,1,0,0,1,0,0,1,0,0
504,3,37.0,0,0,9.5875,1,1,0,0,0,0,1,0,0
505,1,16.0,0,0,86.5,1,1,0,0,0,0,1,0,0
506,1,18.0,1,0,108.9,0,0,1,0,1,0,0,0,0
507,2,33.0,0,2,26.0,1,1,0,0,0,1,0,0,0
508,1,28.0,0,0,26.55,0,1,0,0,1,0,0,0,0
509,3,28.0,0,0,22.525,0,1,0,0,1,0,0,0,0
510,3,26.0,0,0,56.4958,0,1,0,0,1,0,0,0,0
511,3,29.0,0,0,7.75,0,0,0,1,1,0,0,0,0
512,3,28.0,0,0,8.05,0,1,0,0,1,0,0,0,0
513,1,36.0,0,0,26.2875,0,1,0,0,1,0,0,0,0
514,1,54.0,1,0,59.4,1,0,1,0,0,1,0,0,0
515,3,24.0,0,0,7.4958,0,1,0,0,1,0,0,0,0
516,1,47.0,0,0,34.0208,0,1,0,0,1,0,0,0,0
517,2,34.0,0,0,10.5,1,1,0,0,0,1,0,0,0
518,3,28.0,0,0,24.15,0,0,0,1,1,0,0,0,0
519,2,36.0,1,0,26.0,1,1,0,0,0,1,0,0,0
520,3,32.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
521,1,30.0,0,0,93.5,1,1,0,0,0,0,1,0,0
522,3,22.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
523,3,28.0,0,0,7.225,0,0,1,0,1,0,0,0,0
524,1,44.0,0,1,57.9792,1,0,1,0,0,1,0,0,0
525,3,28.0,0,0,7.2292,0,0,1,0,1,0,0,0,0
526,3,40.5,0,0,7.75,0,0,0,1,1,0,0,0,0
527,2,50.0,0,0,10.5,1,1,0,0,0,0,1,0,0
528,1,28.0,0,0,221.7792,0,1,0,0,1,0,0,0,0
529,3,39.0,0,0,7.925,0,1,0,0,1,0,0,0,0
530,2,23.0,2,1,11.5,0,1,0,0,1,0,0,0,0
531,2,2.0,1,1,26.0,1,1,0,0,0,0,1,0,0
532,3,28.0,0,0,7.2292,0,0,1,0,1,0,0,0,0
533,3,17.0,1,1,7.2292,0,0,1,0,1,0,0,0,0
534,3,28.0,0,2,22.3583,1,0,1,0,0,1,0,0,0
535,3,30.0,0,0,8.6625,1,1,0,0,0,0,1,0,0
536,2,7.0,0,2,26.25,1,1,0,0,0,0,1,0,0
537,1,45.0,0,0,26.55,0,1,0,0,0,0,0,0,1
538,1,30.0,0,0,106.425,1,0,1,0,0,0,1,0,0
539,3,28.0,0,0,14.5,0,1,0,0,1,0,0,0,0
540,1,22.0,0,2,49.5,1,0,1,0,0,0,1,0,0
541,1,36.0,0,2,71.0,1,1,0,0,0,0,1,0,0
542,3,9.0,4,2,31.275,1,1,0,0,0,0,1,0,0
543,3,11.0,4,2,31.275,1,1,0,0,0,0,1,0,0
544,2,32.0,1,0,26.0,0,1,0,0,1,0,0,0,0
545,1,50.0,1,0,106.425,0,0,1,0,1,0,0,0,0
546,1,64.0,0,0,26.0,0,1,0,0,1,0,0,0,0
547,2,19.0,1,0,26.0,1,1,0,0,0,1,0,0,0
548,2,28.0,0,0,13.8625,0,0,1,0,1,0,0,0,0
549,3,33.0,1,1,20.525,0,1,0,0,1,0,0,0,0
550,2,8.0,1,1,36.75,0,1,0,0,0,0,0,1,0
551,1,17.0,0,2,110.8833,0,0,1,0,1,0,0,0,0
552,2,27.0,0,0,26.0,0,1,0,0,1,0,0,0,0
553,3,28.0,0,0,7.8292,0,0,0,1,1,0,0,0,0
554,3,22.0,0,0,7.225,0,0,1,0,1,0,0,0,0
555,3,22.0,0,0,7.775,1,1,0,0,0,0,1,0,0
556,1,62.0,0,0,26.55,0,1,0,0,1,0,0,0,0
557,1,48.0,1,0,39.6,1,0,1,0,0,0,0,0,1
558,1,28.0,0,0,227.525,0,0,1,0,1,0,0,0,0
559,1,39.0,1,1,79.65,1,1,0,0,0,1,0,0,0
560,3,36.0,1,0,17.4,1,1,0,0,0,1,0,0,0
561,3,28.0,0,0,7.75,0,0,0,1,1,0,0,0,0
562,3,40.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
563,2,28.0,0,0,13.5,0,1,0,0,1,0,0,0,0
564,3,28.0,0,0,8.05,0,1,0,0,1,0,0,0,0
565,3,28.0,0,0,8.05,1,1,0,0,0,0,1,0,0
566,3,24.0,2,0,24.15,0,1,0,0,1,0,0,0,0
567,3,19.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
568,3,29.0,0,4,21.075,1,1,0,0,0,1,0,0,0
569,3,28.0,0,0,7.2292,0,0,1,0,1,0,0,0,0
570,3,32.0,0,0,7.8542,0,1,0,0,1,0,0,0,0
571,2,62.0,0,0,10.5,0,1,0,0,1,0,0,0,0
572,1,53.0,2,0,51.4792,1,1,0,0,0,1,0,0,0
573,1,36.0,0,0,26.3875,0,1,0,0,1,0,0,0,0
574,3,28.0,0,0,7.75,1,0,0,1,0,0,1,0,0
575,3,16.0,0,0,8.05,0,1,0,0,1,0,0,0,0
576,3,19.0,0,0,14.5,0,1,0,0,1,0,0,0,0
577,2,34.0,0,0,13.0,1,1,0,0,0,0,1,0,0
578,1,39.0,1,0,55.9,1,1,0,0,0,1,0,0,0
579,3,28.0,1,0,14.4583,1,0,1,0,0,1,0,0,0
580,3,32.0,0,0,7.925,0,1,0,0,1,0,0,0,0
581,2,25.0,1,1,30.0,1,1,0,0,0,0,1,0,0
582,1,39.0,1,1,110.8833,1,0,1,0,0,1,0,0,0
583,2,54.0,0,0,26.0,0,1,0,0,1,0,0,0,0
584,1,36.0,0,0,40.125,0,0,1,0,1,0,0,0,0
585,3,28.0,0,0,8.7125,0,0,1,0,1,0,0,0,0
586,1,18.0,0,2,79.65,1,1,0,0,0,0,1,0,0
587,2,47.0,0,0,15.0,0,1,0,0,1,0,0,0,0
588,1,60.0,1,1,79.2,0,0,1,0,1,0,0,0,0
589,3,22.0,0,0,8.05,0,1,0,0,1,0,0,0,0
590,3,28.0,0,0,8.05,0,1,0,0,1,0,0,0,0
591,3,35.0,0,0,7.125,0,1,0,0,1,0,0,0,0
592,1,52.0,1,0,78.2667,1,0,1,0,0,1,0,0,0
593,3,47.0,0,0,7.25,0,1,0,0,1,0,0,0,0
594,3,28.0,0,2,7.75,1,0,0,1,0,0,1,0,0
595,2,37.0,1,0,26.0,0,1,0,0,1,0,0,0,0
596,3,36.0,1,1,24.15,0,1,0,0,1,0,0,0,0
597,2,28.0,0,0,33.0,1,1,0,0,0,0,1,0,0
598,3,49.0,0,0,0.0,0,1,0,0,1,0,0,0,0
599,3,28.0,0,0,7.225,0,0,1,0,1,0,0,0,0
600,1,49.0,1,0,56.9292,0,0,1,0,0,0,0,0,1
601,2,24.0,2,1,27.0,1,1,0,0,0,1,0,0,0
602,3,28.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
603,1,28.0,0,0,42.4,0,1,0,0,1,0,0,0,0
604,3,44.0,0,0,8.05,0,1,0,0,1,0,0,0,0
605,1,35.0,0,0,26.55,0,0,1,0,1,0,0,0,0
606,3,36.0,1,0,15.55,0,1,0,0,1,0,0,0,0
607,3,30.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
608,1,27.0,0,0,30.5,0,1,0,0,1,0,0,0,0
609,2,22.0,1,2,41.5792,1,0,1,0,0,1,0,0,0
610,1,40.0,0,0,153.4625,1,1,0,0,0,0,1,0,0
611,3,39.0,1,5,31.275,1,1,0,0,0,1,0,0,0
612,3,28.0,0,0,7.05,0,1,0,0,1,0,0,0,0
613,3,28.0,1,0,15.5,1,0,0,1,0,0,1,0,0
614,3,28.0,0,0,7.75,0,0,0,1,1,0,0,0,0
615,3,35.0,0,0,8.05,0,1,0,0,1,0,0,0,0
616,2,24.0,1,2,65.0,1,1,0,0,0,0,1,0,0
617,3,34.0,1,1,14.4,0,1,0,0,1,0,0,0,0
618,3,26.0,1,0,16.1,1,1,0,0,0,1,0,0,0
619,2,4.0,2,1,39.0,1,1,0,0,0,0,1,0,0
620,2,26.0,0,0,10.5,0,1,0,0,1,0,0,0,0
621,3,27.0,1,0,14.4542,0,0,1,0,1,0,0,0,0
622,1,42.0,1,0,52.5542,0,1,0,0,1,0,0,0,0
623,3,20.0,1,1,15.7417,0,0,1,0,1,0,0,0,0
624,3,21.0,0,0,7.8542,0,1,0,0,1,0,0,0,0
625,3,21.0,0,0,16.1,0,1,0,0,1,0,0,0,0
626,1,61.0,0,0,32.3208,0,1,0,0,1,0,0,0,0
627,2,57.0,0,0,12.35,0,0,0,1,0,0,0,0,1
628,1,21.0,0,0,77.9583,1,1,0,0,0,0,1,0,0
629,3,26.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
630,3,28.0,0,0,7.7333,0,0,0,1,1,0,0,0,0
631,1,80.0,0,0,30.0,0,1,0,0,1,0,0,0,0
632,3,51.0,0,0,7.0542,0,1,0,0,1,0,0,0,0
633,1,32.0,0,0,30.5,0,0,1,0,0,0,0,0,1
634,1,28.0,0,0,0.0,0,1,0,0,1,0,0,0,0
635,3,9.0,3,2,27.9,1,1,0,0,0,0,1,0,0
636,2,28.0,0,0,13.0,1,1,0,0,0,0,1,0,0
637,3,32.0,0,0,7.925,0,1,0,0,1,0,0,0,0
638,2,31.0,1,1,26.25,0,1,0,0,1,0,0,0,0
639,3,41.0,0,5,39.6875,1,1,0,0,0,1,0,0,0
640,3,28.0,1,0,16.1,0,1,0,0,1,0,0,0,0
641,3,20.0,0,0,7.8542,0,1,0,0,1,0,0,0,0
642,1,24.0,0,0,69.3,1,0,1,0,0,1,0,0,0
643,3,2.0,3,2,27.9,1,1,0,0,0,0,1,0,0
644,3,28.0,0,0,56.4958,0,1,0,0,1,0,0,0,0
645,3,0.75,2,1,19.2583,1,0,1,0,0,0,1,0,0
646,1,48.0,1,0,76.7292,0,0,1,0,1,0,0,0,0
647,3,19.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
648,1,56.0,0,0,35.5,0,0,1,0,0,0,0,0,1
649,3,28.0,0,0,7.55,0,1,0,0,1,0,0,0,0
650,3,23.0,0,0,7.55,1,1,0,0,0,0,1,0,0
651,3,28.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
652,2,18.0,0,1,23.0,1,1,0,0,0,0,1,0,0
653,3,21.0,0,0,8.4333,0,1,0,0,1,0,0,0,0
654,3,28.0,0,0,7.8292,1,0,0,1,0,0,1,0,0
655,3,18.0,0,0,6.75,1,0,0,1,0,0,1,0,0
656,2,24.0,2,0,73.5,0,1,0,0,1,0,0,0,0
657,3,28.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
658,3,32.0,1,1,15.5,1,0,0,1,0,1,0,0,0
659,2,23.0,0,0,13.0,0,1,0,0,1,0,0,0,0
660,1,58.0,0,2,113.275,0,0,1,0,1,0,0,0,0
661,1,50.0,2,0,133.65,0,1,0,0,0,0,0,0,1
662,3,40.0,0,0,7.225,0,0,1,0,1,0,0,0,0
663,1,47.0,0,0,25.5875,0,1,0,0,1,0,0,0,0
664,3,36.0,0,0,7.4958,0,1,0,0,1,0,0,0,0
665,3,20.0,1,0,7.925,0,1,0,0,1,0,0,0,0
666,2,32.0,2,0,73.5,0,1,0,0,1,0,0,0,0
667,2,25.0,0,0,13.0,0,1,0,0,1,0,0,0,0
668,3,28.0,0,0,7.775,0,1,0,0,1,0,0,0,0
669,3,43.0,0,0,8.05,0,1,0,0,1,0,0,0,0
670,1,28.0,1,0,52.0,1,1,0,0,0,1,0,0,0
671,2,40.0,1,1,39.0,1,1,0,0,0,1,0,0,0
672,1,31.0,1,0,52.0,0,1,0,0,1,0,0,0,0
673,2,70.0,0,0,10.5,0,1,0,0,1,0,0,0,0
674,2,31.0,0,0,13.0,0,1,0,0,1,0,0,0,0
675,2,28.0,0,0,0.0,0,1,0,0,1,0,0,0,0
676,3,18.0,0,0,7.775,0,1,0,0,1,0,0,0,0
677,3,24.5,0,0,8.05,0,1,0,0,1,0,0,0,0
678,3,18.0,0,0,9.8417,1,1,0,0,0,0,1,0,0
679,3,43.0,1,6,46.9,1,1,0,0,0,1,0,0,0
680,1,36.0,0,1,512.3292,0,0,1,0,1,0,0,0,0
681,3,28.0,0,0,8.1375,1,0,0,1,0,0,1,0,0
682,1,27.0,0,0,76.7292,0,0,1,0,1,0,0,0,0
683,3,20.0,0,0,9.225,0,1,0,0,1,0,0,0,0
684,3,14.0,5,2,46.9,0,1,0,0,1,0,0,0,0
685,2,60.0,1,1,39.0,0,1,0,0,1,0,0,0,0
686,2,25.0,1,2,41.5792,0,0,1,0,1,0,0,0,0
687,3,14.0,4,1,39.6875,0,1,0,0,1,0,0,0,0
688,3,19.0,0,0,10.1708,0,1,0,0,1,0,0,0,0
689,3,18.0,0,0,7.7958,0,1,0,0,1,0,0,0,0
690,1,15.0,0,1,211.3375,1,1,0,0,0,0,1,0,0
691,1,31.0,1,0,57.0,0,1,0,0,1,0,0,0,0
692,3,4.0,0,1,13.4167,1,0,1,0,0,0,1,0,0
693,3,28.0,0,0,56.4958,0,1,0,0,1,0,0,0,0
694,3,25.0,0,0,7.225,0,0,1,0,1,0,0,0,0
695,1,60.0,0,0,26.55,0,1,0,0,0,0,0,0,1
696,2,52.0,0,0,13.5,0,1,0,0,1,0,0,0,0
697,3,44.0,0,0,8.05,0,1,0,0,1,0,0,0,0
698,3,28.0,0,0,7.7333,1,0,0,1,0,0,1,0,0
699,1,49.0,1,1,110.8833,0,0,1,0,1,0,0,0,0
700,3,42.0,0,0,7.65,0,1,0,0,1,0,0,0,0
701,1,18.0,1,0,227.525,1,0,1,0,0,1,0,0,0
702,1,35.0,0,0,26.2875,0,1,0,0,1,0,0,0,0
703,3,18.0,0,1,14.4542,1,0,1,0,0,0,1,0,0
704,3,25.0,0,0,7.7417,0,0,0,1,1,0,0,0,0
705,3,26.0,1,0,7.8542,0,1,0,0,1,0,0,0,0
706,2,39.0,0,0,26.0,0,1,0,0,1,0,0,0,0
707,2,45.0,0,0,13.5,1,1,0,0,0,1,0,0,0
708,1,42.0,0,0,26.2875,0,1,0,0,1,0,0,0,0
709,1,22.0,0,0,151.55,1,1,0,0,0,0,1,0,0
710,3,28.0,1,1,15.2458,0,0,1,0,0,0,0,1,0
711,1,24.0,0,0,49.5042,1,0,1,0,0,1,0,0,0
712,1,28.0,0,0,26.55,0,1,0,0,1,0,0,0,0
713,1,48.0,1,0,52.0,0,1,0,0,1,0,0,0,0
714,3,29.0,0,0,9.4833,0,1,0,0,1,0,0,0,0
715,2,52.0,0,0,13.0,0,1,0,0,1,0,0,0,0
716,3,19.0,0,0,7.65,0,1,0,0,1,0,0,0,0
717,1,38.0,0,0,227.525,1,0,1,0,0,0,1,0,0
718,2,27.0,0,0,10.5,1,1,0,0,0,0,1,0,0
719,3,28.0,0,0,15.5,0,0,0,1,1,0,0,0,0
720,3,33.0,0,0,7.775,0,1,0,0,1,0,0,0,0
721,2,6.0,0,1,33.0,1,1,0,0,0,0,1,0,0
722,3,17.0,1,0,7.0542,0,1,0,0,1,0,0,0,0
723,2,34.0,0,0,13.0,0,1,0,0,1,0,0,0,0
724,2,50.0,0,0,13.0,0,1,0,0,1,0,0,0,0
725,1,27.0,1,0,53.1,0,1,0,0,1,0,0,0,0
726,3,20.0,0,0,8.6625,0,1,0,0,1,0,0,0,0
727,2,30.0,3,0,21.0,1,1,0,0,0,1,0,0,0
728,3,28.0,0,0,7.7375,1,0,0,1,0,0,1,0,0
729,2,25.0,1,0,26.0,0,1,0,0,1,0,0,0,0
730,3,25.0,1,0,7.925,1,1,0,0,0,0,1,0,0
731,1,29.0,0,0,211.3375,1,1,0,0,0,0,1,0,0
732,3,11.0,0,0,18.7875,0,0,1,0,1,0,0,0,0
733,2,28.0,0,0,0.0,0,1,0,0,1,0,0,0,0
734,2,23.0,0,0,13.0,0,1,0,0,1,0,0,0,0
735,2,23.0,0,0,13.0,0,1,0,0,1,0,0,0,0
736,3,28.5,0,0,16.1,0,1,0,0,1,0,0,0,0
737,3,48.0,1,3,34.375,1,1,0,0,0,1,0,0,0
738,1,35.0,0,0,512.3292,0,0,1,0,1,0,0,0,0
739,3,28.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
740,3,28.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
741,1,28.0,0,0,30.0,0,1,0,0,1,0,0,0,0
742,1,36.0,1,0,78.85,0,1,0,0,1,0,0,0,0
743,1,21.0,2,2,262.375,1,0,1,0,0,0,1,0,0
744,3,24.0,1,0,16.1,0,1,0,0,1,0,0,0,0
745,3,31.0,0,0,7.925,0,1,0,0,1,0,0,0,0
746,1,70.0,1,1,71.0,0,1,0,0,0,0,0,0,1
747,3,16.0,1,1,20.25,0,1,0,0,1,0,0,0,0
748,2,30.0,0,0,13.0,1,1,0,0,0,0,1,0,0
749,1,19.0,1,0,53.1,0,1,0,0,1,0,0,0,0
750,3,31.0,0,0,7.75,0,0,0,1,1,0,0,0,0
751,2,4.0,1,1,23.0,1,1,0,0,0,0,1,0,0
752,3,6.0,0,1,12.475,0,1,0,0,0,0,0,1,0
753,3,33.0,0,0,9.5,0,1,0,0,1,0,0,0,0
754,3,23.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
755,2,48.0,1,2,65.0,1,1,0,0,0,1,0,0,0
756,2,0.67,1,1,14.5,0,1,0,0,0,0,0,1,0
757,3,28.0,0,0,7.7958,0,1,0,0,1,0,0,0,0
758,2,18.0,0,0,11.5,0,1,0,0,1,0,0,0,0
759,3,34.0,0,0,8.05,0,1,0,0,1,0,0,0,0
760,1,33.0,0,0,86.5,1,1,0,0,0,0,0,0,1
761,3,28.0,0,0,14.5,0,1,0,0,1,0,0,0,0
762,3,41.0,0,0,7.125,0,1,0,0,1,0,0,0,0
763,3,20.0,0,0,7.2292,0,0,1,0,1,0,0,0,0
764,1,36.0,1,2,120.0,1,1,0,0,0,1,0,0,0
765,3,16.0,0,0,7.775,0,1,0,0,1,0,0,0,0
766,1,51.0,1,0,77.9583,1,1,0,0,0,1,0,0,0
767,1,28.0,0,0,39.6,0,0,1,0,0,0,0,0,1
768,3,30.5,0,0,7.75,1,0,0,1,0,0,1,0,0
769,3,28.0,1,0,24.15,0,0,0,1,1,0,0,0,0
770,3,32.0,0,0,8.3625,0,1,0,0,1,0,0,0,0
771,3,24.0,0,0,9.5,0,1,0,0,1,0,0,0,0
772,3,48.0,0,0,7.8542,0,1,0,0,1,0,0,0,0
773,2,57.0,0,0,10.5,1,1,0,0,0,1,0,0,0
774,3,28.0,0,0,7.225,0,0,1,0,1,0,0,0,0
775,2,54.0,1,3,23.0,1,1,0,0,0,1,0,0,0
776,3,18.0,0,0,7.75,0,1,0,0,1,0,0,0,0
777,3,28.0,0,0,7.75,0,0,0,1,1,0,0,0,0
778,3,5.0,0,0,12.475,1,1,0,0,0,0,1,0,0
779,3,28.0,0,0,7.7375,0,0,0,1,1,0,0,0,0
780,1,43.0,0,1,211.3375,1,1,0,0,0,1,0,0,0
781,3,13.0,0,0,7.2292,1,0,1,0,0,0,1,0,0
782,1,17.0,1,0,57.0,1,1,0,0,0,1,0,0,0
783,1,29.0,0,0,30.0,0,1,0,0,1,0,0,0,0
784,3,28.0,1,2,23.45,0,1,0,0,1,0,0,0,0
785,3,25.0,0,0,7.05,0,1,0,0,1,0,0,0,0
786,3,25.0,0,0,7.25,0,1,0,0,1,0,0,0,0
787,3,18.0,0,0,7.4958,1,1,0,0,0,0,1,0,0
788,3,8.0,4,1,29.125,0,0,0,1,0,0,0,1,0
789,3,1.0,1,2,20.575,0,1,0,0,0,0,0,1,0
790,1,46.0,0,0,79.2,0,0,1,0,1,0,0,0,0
791,3,28.0,0,0,7.75,0,0,0,1,1,0,0,0,0
792,2,16.0,0,0,26.0,0,1,0,0,1,0,0,0,0
793,3,28.0,8,2,69.55,1,1,0,0,0,0,1,0,0
794,1,28.0,0,0,30.6958,0,0,1,0,1,0,0,0,0
795,3,25.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
796,2,39.0,0,0,13.0,0,1,0,0,1,0,0,0,0
797,1,49.0,0,0,25.9292,1,1,0,0,0,0,0,0,1
798,3,31.0,0,0,8.6833,1,1,0,0,0,1,0,0,0
799,3,30.0,0,0,7.2292,0,0,1,0,1,0,0,0,0
800,3,30.0,1,1,24.15,1,1,0,0,0,1,0,0,0
801,2,34.0,0,0,13.0,0,1,0,0,1,0,0,0,0
802,2,31.0,1,1,26.25,1,1,0,0,0,1,0,0,0
803,1,11.0,1,2,120.0,0,1,0,0,0,0,0,1,0
804,3,0.42,0,1,8.5167,0,0,1,0,0,0,0,1,0
805,3,27.0,0,0,6.975,0,1,0,0,1,0,0,0,0
806,3,31.0,0,0,7.775,0,1,0,0,1,0,0,0,0
807,1,39.0,0,0,0.0,0,1,0,0,1,0,0,0,0
808,3,18.0,0,0,7.775,1,1,0,0,0,0,1,0,0
